,initial_accuracy,final_accuracy,genealogy,net_depth_min,net_depth_max,net_depth_avg,num_conv_layers,num_inception_modules,num_pooling_layers,num_IP_layers,min_IP_neurons,max_IP_neurons,avg_IP_neurons,min_IP_weights,max_IP_weights,avg_IP_weights,num_splits,min_split_width,max_split_width,avg_split_width,num_concats,min_concat_width,max_concat_width,avg_concat_width,min_conv_ker_area,max_conv_ker_area,avg_conv_ker_area,num_conv_features,num_conv_features,avg_num_conv_features,prop_conv_into_pool,prop_pool_into_pool,prop_padded_conv,prop_same_padded_conv,prop_1x1_conv,prop_square_kernels,prop_horiz_kernels,prop_vert_kernels,num_relu,num_sigmoid,num_tanh,num_max_pool,num_avg_pool,num_stochastic_pool,min_grid_reduction_area_consecutive,max_grid_reduction_area_consecutive,avg_grid_reduction_area_consecutive,min_grid_reduction_height_consecutive,max_grid_reduction_height_consecutive,avg_grid_reduction_height_consecutive,min_grid_reduction_width_consecutive,max_grid_reduction_width_consecutive,avg_grid_reduction_width_consecutive,min_grid_reduction_area_total,max_grid_reduction_area_total,avg_grid_reduction_area_total,min_grid_reduction_height_total,max_grid_reduction_height_total,avg_grid_reduction_height_total,min_grid_reduction_width_total,max_grid_reduction_width_total,avg_grid_reduction_width_total,prop_nonoverlapping,min_stride_h,max_stride_h,avg_stride_h,min_stride_w,max_stride_w,avg_stride_w,min_ratio_features_to_depth,max_ratio_features_to_depth,avg_ratio_features_to_depth,min_ratio_features_to_kerArea,max_ratio_features_to_kerArea,avg_ratio_features_to_kerArea,min_ratio_features_to_kerWidth,max_ratio_features_to_kerWidth,avg_ratio_features_to_kerWidth,min_ratio_features_to_kerHeight,max_ratio_features_to_kerHeight,avg_ratio_features_to_kerHeight,min_ratio_kerArea_to_depth,max_ratio_kerArea_to_depth,avg_ratio_kerArea_to_depth,min_ratio_kerWidth_to_depth,max_ratio_kerWidth_to_depth,avg_ratio_kerWidth_to_depth,min_ratio_kerHeight_to_depth,max_ratio_kerHeight_to_depth,avg_ratio_kerHeight_to_depth
00134_00006_00143,0.00285,0.62105,00134,11,12,11.75,14,1,6,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,1679.0,53.42857142857143,1.0,128.0,53.42857142857143,0.42857142857142855,0.0,0.5714285714285714,0.0,0.2857142857142857,0.45,0.25,0.3,12,0,0,5,1,0,0.18571428571428572,0.9891270580925753,0.4227636892791158,0.0,0.8198198198198199,0.3078502844950214,0.0,0.9396551724137931,0.2222188013136289,0.9975,0.9975,0.9975,0.96,0.96,0.96,0.9375,0.9375,0.9375,0.125,1,5,1.625,1,13,2.5,0.25,51.2,24.203333333333333,0.019058963668850508,96.0,23.788595724968562,0.25,96.0,40.88881278538812,1.0,96.0,26.489233954451343,0.2,1679.0,240.79523809523812,0.2,73.0,10.842857142857143,0.2,23.0,3.807142857142857
00134_00007_01794,,,00134,12,14,13.5,26,3,7,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,49.0,50.53846153846154,13.0,128.0,50.53846153846154,0.2692307692307692,0.0,0.5384615384615384,0.0,0.46153846153846156,0.696969696969697,0.18181818181818182,0.12121212121212122,22,0,0,7,0,0,0.20799999999999996,0.8571428571428572,0.6160794980075766,0.0,0.8571428571428572,0.3819229345165545,0.0,0.8181818181818181,0.2953156711332271,0.9995,0.9995,0.9995,0.98,0.98,0.98,0.975,0.975,0.975,0.09523809523809523,1,9,2.238095238095238,1,3,1.2857142857142858,1.1428571428571428,51.2,20.323015873015873,0.35135135135135137,96.0,26.62962950391522,3.2857142857142856,96.0,33.4014652014652,0.35135135135135137,96.0,33.53960333960334,0.14285714285714285,49.0,6.221336996336996,0.14285714285714285,7.0,0.9424908424908425,0.14285714285714285,18.5,2.436080586080586
00135_00006_00144,,,00135,12,13,12.75,18,2,10,0,8,8,8.0,16,16,16.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,56.22222222222222,1.0,128.0,56.22222222222222,0.2777777777777778,0.5,0.4444444444444444,0.0,0.4444444444444444,0.6071428571428571,0.14285714285714285,0.17857142857142858,16,0,0,7,3,0,0.030303030303030276,0.8409170663235466,0.18976813116564678,0.0,0.6699029126213591,0.10220306720323333,0.0,0.5180722891566265,0.12378025436466063,0.912,0.912,0.912,0.6799999999999999,0.6799999999999999,0.6799999999999999,0.725,0.725,0.725,0.0,1,3,1.2,1,2,1.1,0.25,85.33333333333333,37.97407407407407,0.5,96.0,27.29503149407911,0.5,105.0,40.79312169312169,1.0,96.0,31.515343915343912,0.3333333333333333,49.0,6.859259259259259,0.3333333333333333,7.0,1.2481481481481482,0.2,7.0,1.4481481481481484
00137_00005_02235,0.00285,0.6715,00137,13,15,14.5,26,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,112.0,62.15384615384615,16.0,128.0,62.15384615384615,0.3076923076923077,0.0,0.5384615384615384,0.0,0.46153846153846156,0.6176470588235294,0.11764705882352941,0.14705882352941177,26,0,0,7,1,0,0.08799999999999997,0.8874000675599595,0.2869869556238412,0.040000000000000036,0.7663551401869159,0.13874142086842023,0.0,0.6923076923076923,0.19350435678475109,0.9775,0.9775,0.9775,0.8,0.8,0.8,0.8875,0.8875,0.8875,0.0,1,4,1.2727272727272727,1,3,1.2727272727272727,1.1428571428571428,51.2,29.51746031746032,0.2857142857142857,96.0,27.082490842490845,4.571428571428571,96.0,34.93626373626373,2.0,96.0,36.215384615384615,0.14285714285714285,112.0,10.336721611721611,0.14285714285714285,7.0,1.0706959706959707,0.14285714285714285,16.0,1.9489010989010989
00137_00007_01636,0.00285,0.3392,00137,10,11,10.75,14,2,11,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,252.0,57.142857142857146,16.0,128.0,57.142857142857146,0.6428571428571429,0.18181818181818182,0.42857142857142855,0.0,0.5714285714285714,0.72,0.2,0.08,14,0,0,11,0,0,0.02857142857142858,0.9382143960457213,0.21354787180484433,0.0,0.8717948717948718,0.17192415427709548,0.02857142857142858,0.5180722891566265,0.09799523109857873,0.949,0.949,0.949,0.88,0.88,0.88,0.575,0.575,0.575,0.0,1,7,1.7058823529411764,1,2,1.1176470588235294,2.6666666666666665,128.0,64.53333333333333,0.12698412698412698,96.0,31.947029478458056,4.571428571428571,96.0,37.37687074829932,0.8888888888888888,96.0,36.850793650793655,0.5,252.0,37.90476190476191,0.5,7.0,1.6666666666666667,0.5,36.0,5.80952380952381
00137_00006_00146,0.00285,0.3392,00137,8,8,8.0,6,0,5,0,8,8,8.0,1536,1536,1536.0,3,2,4,2.6666666666666665,5,2,2,2.0,2.0,266.0,61.666666666666664,32.0,96.0,61.666666666666664,0.8333333333333334,0.0,0.6666666666666666,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,6,0,0,4,1,0,0.09999999999999998,0.9387380028588932,0.5028979741017724,0.0,0.8728813559322034,0.3041602465331279,0.050000000000000044,0.7435897435897436,0.28823148070136023,0.996625,0.996625,0.996625,0.97,0.97,0.97,0.8875,0.8875,0.8875,0.18181818181818182,1,7,2.090909090909091,1,4,1.7272727272727273,2.0,32.0,26.714285714285715,0.12030075187969924,48.0,20.790100250626566,4.571428571428571,48.0,22.273809523809522,0.8421052631578947,96.0,51.280701754385966,0.6666666666666666,266.0,89.55555555555556,0.6666666666666666,7.0,3.222222222222222,0.3333333333333333,38.0,12.944444444444445
00138_00008_01277,,,00138,11,12,11.75,14,1,6,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,371.0,50.42857142857143,1.0,128.0,50.42857142857143,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.45,0.2,0.3,10,2,0,5,1,0,0.07499999999999996,0.9617517689806846,0.4742517292711425,0.0,0.9206349206349207,0.256859410430839,0.0,0.9302325581395349,0.305710216280404,0.99775,0.99775,0.99775,0.94,0.94,0.94,0.9625,0.9625,0.9625,0.14285714285714285,1,10,2.2857142857142856,1,14,3.0,0.25,51.2,21.836666666666666,0.0862533692722372,104.0,31.231868395156802,1.0,104.0,34.34149659863945,0.5,104.0,37.94815813117699,0.2,371.0,54.58095238095238,0.2,7.0,2.2357142857142858,0.2,53.0,7.914285714285714
00138_00008_01278,0.00285,0.52825,00138,11,13,12.5,24,3,7,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,4830.0,59.333333333333336,16.0,128.0,59.333333333333336,0.2916666666666667,0.0,0.3333333333333333,0.0,0.6666666666666666,0.8064516129032258,0.0,0.06451612903225806,24,0,0,7,0,0,0.16666666666666663,0.9958758837391988,0.5069104352922106,0.1428571428571429,0.9328358208955224,0.30374318881781576,0.0,0.9385964912280702,0.3813366750208856,0.998125,0.998125,0.998125,0.95,0.95,0.95,0.9625,0.9625,0.9625,0.0,1,12,2.466666666666667,1,13,2.6,1.3333333333333333,64.0,34.05333333333333,0.006625258799171843,96.0,38.60499654934438,0.45714285714285713,96.0,42.83809523809524,0.463768115942029,96.0,42.83864734299518,0.16666666666666666,4830.0,403.44960317460317,0.16666666666666666,70.0,6.19484126984127,0.16666666666666666,69.0,6.1115079365079366
00138_00005_02484,0.00285,0.6311,00138,11,12,11.75,18,2,9,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,434.0,58.55555555555556,16.0,128.0,58.55555555555556,0.2777777777777778,0.4444444444444444,0.4444444444444444,0.0,0.5555555555555556,0.5925925925925926,0.14814814814814814,0.25925925925925924,16,2,0,6,3,0,0.02564102564102566,0.9646954986760812,0.33504949033128056,0.0,0.5145631067961165,0.10154515345778876,0.0,0.9272727272727272,0.2934046345811052,0.985375,0.985375,0.985375,0.61,0.61,0.61,0.9625,0.9625,0.9625,0.11764705882352941,1,2,1.1176470588235294,1,11,2.411764705882353,1.6,64.0,31.95555555555556,0.07142857142857142,96.0,36.69336860670194,0.5,96.0,40.470370370370375,4.428571428571429,96.0,43.27724867724867,0.25,434.0,49.29259259259259,0.25,62.0,7.381481481481482,0.25,7.0,1.1592592592592592
00138_00006_00147,0.00285,0.7117,00138,13,15,14.5,24,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,57.0,4.0,128.0,57.0,0.3333333333333333,0.2,0.4166666666666667,0.0,0.5833333333333334,0.7647058823529411,0.17647058823529413,0.058823529411764705,22,2,0,9,1,0,0.02631578947368418,0.7660545092993333,0.18019763134506045,0.0,0.5145631067961165,0.12221912768380797,0.02631578947368418,0.5180722891566265,0.08796200618725636,0.8785000000000001,0.8785000000000001,0.8785000000000001,0.73,0.73,0.73,0.55,0.55,0.55,0.0,1,2,1.1,1,2,1.1,1.3333333333333333,64.0,31.25333333333333,0.6530612244897959,96.0,29.468390022675738,4.0,96.0,33.99047619047619,4.0,96.0,40.84761904761905,0.16666666666666666,49.0,5.1996031746031734,0.16666666666666666,7.0,1.1115079365079366,0.16666666666666666,7.0,0.9448412698412699
00138_00005_02782,0.00285,0.3392,00138,11,13,12.5,22,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,140.0,58.09090909090909,16.0,128.0,58.09090909090909,0.2727272727272727,0.25,0.36363636363636365,0.0,0.6363636363636364,0.7666666666666667,0.13333333333333333,0.1,20,2,0,7,1,0,0.02857142857142858,0.8909130577069925,0.2643989080606499,0.02777777777777779,0.5145631067961165,0.12551207110369733,0.0,0.7752808988764045,0.19661249331193148,0.943125,0.943125,0.943125,0.65,0.65,0.65,0.8375,0.8375,0.8375,0.0,1,2,1.125,1,4,1.375,1.6,85.33333333333333,47.28333333333333,0.39285714285714285,96.0,33.42238095238095,2.75,96.0,38.21363636363637,6.4,96.0,38.677922077922084,0.2,140.0,13.960606060606061,0.2,20.0,2.2636363636363637,0.2,7.0,1.0818181818181818
00138_00007_02084,0.00285,0.3392,00138,11,13,12.5,24,3,6,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,140.0,51.416666666666664,1.0,128.0,51.416666666666664,0.25,0.0,0.5,0.0,0.5,0.7,0.2,0.1,22,0,0,5,1,0,0.2941176470588235,0.9629104396203775,0.5332382333056773,0.0,0.8349514563106796,0.3604194428580494,0.0,0.7777777777777778,0.26804137801604205,0.9985,0.9985,0.9985,0.97,0.97,0.97,0.95,0.95,0.95,0.1111111111111111,1,6,2.111111111111111,1,4,1.6666666666666667,0.25,85.33333333333333,31.97,0.14285714285714285,96.0,28.4131746031746,0.14285714285714285,96.0,34.945238095238096,1.0,96.0,33.0420634920635,0.16666666666666666,140.0,13.082936507936509,0.16666666666666666,20.0,2.1781746031746034,0.16666666666666666,7.0,1.2031746031746031
00138_00008_00558,0.00285,0.5187,00138,11,13,12.5,26,3,5,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,66.07692307692308,16.0,128.0,66.07692307692308,0.11538461538461539,0.4,0.5384615384615384,0.0,0.46153846153846156,0.7419354838709677,0.1935483870967742,0.06451612903225806,24,2,0,5,0,0,0.125,0.9761904761904762,0.7222509786517578,0.0,0.9322033898305084,0.5119403329782412,0.0,0.9285714285714286,0.4714155161113272,0.999875,0.999875,0.999875,0.99,0.99,0.99,0.9875,0.9875,0.9875,0.0,1,13,2.3684210526315788,1,5,1.4210526315789473,1.1428571428571428,83.0,38.01746031746031,1.28,96.0,28.811323914181056,6.4,96.0,36.72747252747253,1.6,96.0,41.77362637362637,0.14285714285714285,49.0,5.503388278388277,0.14285714285714285,7.0,0.9809523809523809,0.14285714285714285,10.0,1.6027472527472528
00139_00006_00148,0.00285,0.67695,00139,7,8,7.75,10,1,3,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,1938.0,53.0,16.0,128.0,53.0,0.3,0.0,0.4,0.0,0.6,0.6923076923076923,0.15384615384615385,0.0,10,0,0,3,0,0,0.28,0.9951171875,0.5435399756493507,0.19999999999999996,0.9609375,0.4364583333333334,0.09999999999999998,0.875,0.37597402597402596,0.9955,0.9955,0.9955,0.96,0.96,0.96,0.8875,0.8875,0.8875,0.0,1,21,6.714285714285714,1,7,2.7142857142857144,2.0,85.33333333333333,33.388888888888886,0.016511867905056758,96.0,32.15352459580323,0.9411764705882353,96.0,35.694901960784314,0.5614035087719298,96.0,35.61894736842105,0.3333333333333333,1938.0,388.6833333333333,0.3333333333333333,34.0,7.233333333333334,0.3333333333333333,57.0,11.833333333333334
00139_00009_00547,,,00139,12,14,13.5,22,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,168.0,60.90909090909091,16.0,128.0,60.90909090909091,0.36363636363636365,0.2,0.45454545454545453,0.0,0.5454545454545454,0.65625,0.15625,0.125,20,0,0,9,1,0,0.16666666666666663,0.9871972687506668,0.47235067925601903,0.0,0.854368932038835,0.3358535598705502,0.0,0.9120879120879121,0.24573260073260075,0.998125,0.998125,0.998125,0.97,0.97,0.97,0.9375,0.9375,0.9375,0.0,1,7,1.8,1,11,2.0,1.6,85.33333333333333,53.90833333333333,0.4583333333333333,96.0,31.140454545454542,3.2083333333333335,96.0,39.073484848484846,6.4,96.0,36.67575757575757,0.2,168.0,16.733333333333334,0.2,24.0,2.6272727272727274,0.2,7.0,1.3090909090909089
00139_00008_00146,0.00285,0.4899,00139,8,8,8.0,7,0,4,0,8,8,8.0,8,8,8.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,49.0,53.857142857142854,1.0,96.0,53.857142857142854,0.5714285714285714,0.0,0.8571428571428571,0.0,0.14285714285714285,0.2727272727272727,0.18181818181818182,0.36363636363636365,6,0,0,4,0,0,0.030303030303030276,0.8830272546496666,0.44293531837930533,0.02857142857142858,0.5145631067961165,0.18456986607529152,0.0,0.8636363636363636,0.34506081743240913,0.988,0.988,0.988,0.6799999999999999,0.6799999999999999,0.6799999999999999,0.9625,0.9625,0.9625,0.0,1,2,1.2,1,8,3.0,0.25,48.0,23.56458333333333,0.4489795918367347,16.0,5.842565597667638,1.0,48.0,16.755102040816325,1.0,35.0,20.183673469387752,0.25,49.0,16.797619047619047,0.25,7.0,3.273809523809524,0.25,7.0,2.6547619047619047
00139_00007_01858,0.00285,0.7135,00139,11,13,12.5,22,3,9,0,8,8,8.0,2048,2048,2048.0,6,2,6,4.0,8,2,4,2.75,1.0,49.0,61.81818181818182,16.0,128.0,61.81818181818182,0.3181818181818182,0.2222222222222222,0.45454545454545453,0.0,0.5454545454545454,0.8064516129032258,0.06451612903225806,0.06451612903225806,20,0,0,9,0,0,0.04347826086956519,0.7660545092993333,0.1769925562448462,0.02083333333333337,0.5145631067961165,0.08087710605860306,0.0,0.5180722891566265,0.1260546297698786,0.868,0.868,0.868,0.56,0.56,0.56,0.7,0.7,0.7,0.0,1,2,1.105263157894737,1,2,1.105263157894737,1.6,85.33333333333333,49.53333333333333,0.6530612244897959,96.0,31.991490414347552,4.571428571428571,96.0,38.37922077922077,4.571428571428571,96.0,39.83376623376623,0.2,49.0,5.915151515151515,0.2,7.0,1.1727272727272726,0.2,7.0,1.1272727272727272
00139_00007_02848,0.00285,0.60285,00139,12,13,12.75,16,1,6,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,49.875,1.0,128.0,49.875,0.375,0.0,0.375,0.0,0.625,0.7727272727272727,0.09090909090909091,0.045454545454545456,10,2,0,5,1,0,0.09999999999999998,0.962962962962963,0.5151956441371383,0.0,0.8518518518518519,0.3568000119860961,0.0,0.8072289156626506,0.3866214859437751,0.9985,0.9985,0.9985,0.96,0.96,0.96,0.9625,0.9625,0.9625,0.16666666666666666,1,7,2.5,1,5,2.1666666666666665,0.2,42.666666666666664,19.78134920634921,0.6530612244897959,96.0,29.090700113378684,1.0,96.0,33.41934523809523,1.0,96.0,32.548809523809524,0.16666666666666666,49.0,8.318154761904763,0.16666666666666666,7.0,1.3360119047619048,0.16666666666666666,7.0,1.5235119047619048
00139_00008_00550,,,00139,11,13,12.5,24,3,6,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,182.0,61.583333333333336,16.0,128.0,61.583333333333336,0.25,0.0,0.5,0.0,0.5,0.7,0.23333333333333334,0.06666666666666667,22,2,0,5,1,0,0.3035714285714286,0.9333333333333333,0.5666732624816205,0.25,0.9333333333333333,0.41828478964401294,0.0,0.6904761904761905,0.23743285699807437,0.9975,0.9975,0.9975,0.98,0.98,0.98,0.875,0.875,0.875,0.0,1,14,2.5555555555555554,1,3,1.3333333333333333,1.3333333333333333,64.0,39.15333333333333,0.3076923076923077,96.0,28.76897435897436,2.1538461538461537,96.0,36.562820512820515,1.6666666666666667,96.0,36.93888888888889,0.16666666666666666,182.0,17.25515873015873,0.16666666666666666,26.0,2.6670634920634924,0.16666666666666666,10.5,1.8059523809523812
00139_00008_01496,0.00285,0.62935,00139,12,13,12.75,12,1,10,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,73.16666666666667,16.0,128.0,73.16666666666667,0.5,0.4,0.5,0.0,0.5,0.5909090909090909,0.13636363636363635,0.09090909090909091,12,0,0,9,1,0,0.02857142857142858,0.8830272546496666,0.21959735237825573,0.0,0.7572815533980582,0.17190368890466506,0.02564102564102566,0.5180722891566265,0.10039018003810611,0.9405,0.9405,0.9405,0.86,0.86,0.86,0.575,0.575,0.575,0.0,1,4,1.375,1,2,1.125,1.6,64.0,40.075,0.6530612244897959,127.0,42.567362055933486,4.571428571428571,127.0,48.68412698412698,4.571428571428571,127.0,51.350793650793655,0.25,49.0,9.233333333333333,0.25,7.0,1.6333333333333335,0.25,7.0,1.5777777777777775
00139_00005_02504,0.00285,0.56175,00139,10,11,10.75,16,2,9,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,25.0,67.25,16.0,128.0,67.25,0.4375,0.2222222222222222,0.25,0.0,0.625,0.72,0.2,0.08,16,0,0,8,1,0,0.014285714285714235,0.51875,0.09625506641597778,0.0,0.44999999999999996,0.0718645097592466,0.014285714285714235,0.125,0.03212888789519698,0.5325,0.5325,0.5325,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,1,1,1.0,1,1,1.0,2.0,85.33333333333333,59.52380952380952,1.28,96.0,43.18777777777778,6.4,96.0,47.38333333333333,6.4,96.0,53.38333333333333,0.3333333333333333,6.25,1.4791666666666665,0.3333333333333333,1.25,0.6666666666666666,0.3333333333333333,1.25,0.6041666666666666
00139_00008_00551,0.00285,0.52155,00139,9,10,9.75,16,2,8,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,25.0,70.0,16.0,128.0,70.0,0.25,0.25,0.375,0.0,0.5,0.5833333333333334,0.3333333333333333,0.08333333333333333,14,2,0,8,0,0,0.013333333333333308,0.5155000000000001,0.09759950756705216,0.0,0.49,0.07077467343976779,0.013333333333333308,0.09638554216867468,0.030078089105775183,0.534625,0.534625,0.534625,0.49,0.49,0.49,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.0,1,1,1.0,1,1,1.0,2.0,96.0,65.80952380952381,1.28,96.0,34.68777777777778,6.0,96.0,38.883333333333326,6.4,96.0,56.133333333333326,0.3333333333333333,16.0,3.354166666666667,0.3333333333333333,16.0,2.541666666666667,0.3333333333333333,1.25,0.6041666666666666
00139_00007_01124,0.00285,0.3392,00139,7,8,7.75,12,1,1,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,495.0,52.166666666666664,1.0,128.0,52.166666666666664,0.08333333333333333,0.0,0.5,0.0,0.5,0.6923076923076923,0.15384615384615385,0.15384615384615385,10,0,0,1,0,0,0.5555555555555556,0.9955802913733836,0.8254568028262578,0.0,0.9865771812080537,0.44854586129753915,0.33333333333333337,0.962962962962963,0.6334365724609627,0.9995,0.9995,0.9995,0.98,0.98,0.98,0.975,0.975,0.975,0.0,1,50,15.0,1,17,6.142857142857143,1.0,64.0,20.45,0.00202020202020202,96.0,24.244569504569508,0.2,96.0,27.074603174603173,0.010101010101010102,96.0,42.757239057239055,0.25,495.0,86.34444444444443,0.25,18.666666666666668,4.2444444444444445,0.25,99.0,16.855555555555554
00140_00006_01354,0.00285,0.0031,00140,10,11,10.75,12,1,6,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,112.0,57.333333333333336,16.0,128.0,57.333333333333336,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6111111111111112,0.1111111111111111,0.2222222222222222,10,0,0,5,1,0,0.05555555555555558,0.8874000675599595,0.3706513494573217,0.05555555555555558,0.7663551401869159,0.2479019189902556,0.0,0.5180722891566265,0.23222917644604393,0.9575,0.9575,0.9575,0.83,0.83,0.83,0.75,0.75,0.75,0.0,1,4,1.6,1,2,1.2,1.6,64.0,28.2,0.2857142857142857,96.0,40.00613756613757,4.571428571428571,96.0,43.51746031746031,2.0,96.0,43.08888888888888,0.25,112.0,19.455555555555556,0.25,7.0,1.5222222222222221,0.25,16.0,3.022222222222222
00140_00007_01340,,,00140,9,10,9.75,12,1,4,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,1680.0,48.166666666666664,1.0,128.0,48.166666666666664,0.3333333333333333,0.0,0.5,0.0,0.5,0.6875,0.125,0.125,10,0,0,4,0,0,0.25,0.9982784062961141,0.5817191733227149,0.16666666666666663,0.9385964912280702,0.4129573934837093,0.0,0.9719626168224299,0.4277258566978193,0.99875,0.99875,0.99875,0.95,0.95,0.95,0.975,0.975,0.975,0.0,1,16,4.0,1,29,6.6,1.0,64.0,21.116666666666667,0.0005952380952380953,96.0,34.95861772486772,0.017857142857142856,96.0,38.75853174603175,0.03333333333333333,96.0,37.76111111111111,0.25,1680.0,280.9555555555556,0.25,56.0,9.688888888888888,0.25,30.0,5.522222222222222
00140_00005_00149,,,00140,11,12,11.75,20,2,7,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,427.0,62.4,16.0,128.0,62.4,0.25,0.2857142857142857,0.5,0.0,0.5,0.7037037037037037,0.07407407407407407,0.14814814814814814,20,0,0,7,0,0,0.038461538461538436,0.9646954986760812,0.35844215036508364,0.021276595744680882,0.5145631067961165,0.10973467151257837,0.0,0.9272727272727272,0.3165138782785842,0.97125,0.97125,0.97125,0.54,0.54,0.54,0.9375,0.9375,0.9375,0.0,1,2,1.1176470588235294,1,11,2.176470588235294,1.3333333333333333,51.2,28.33939393939394,0.07494145199063232,96.0,27.760069308597757,0.5245901639344263,96.0,43.359125683060114,4.571428571428571,96.0,31.848515406162466,0.2,427.0,44.413333333333334,0.2,61.0,6.446666666666667,0.2,7.0,1.5550000000000002
00142_00007_01922,0.00285,0.55525,00142,14,16,15.5,22,3,14,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,25.0,64.72727272727273,16.0,128.0,64.72727272727273,0.2727272727272727,0.42857142857142855,0.2727272727272727,0.0,0.7272727272727273,0.75,0.16666666666666666,0.08333333333333333,22,0,0,13,1,0,0.027027027027026973,0.36175,0.08437291686507502,0.0,0.31000000000000005,0.04475928632322493,0.0,0.16666666666666663,0.042183026100325934,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.2875,0.2875,0.2875,0.0,1,1,1.0,1,1,1.0,1.6,85.33333333333333,57.53333333333333,1.28,96.0,45.0230303030303,6.4,96.0,49.599999999999994,6.4,96.0,49.599999999999994,0.2,6.25,1.324242424242424,0.2,1.25,0.5363636363636363,0.2,1.25,0.5363636363636363
00142_00005_00151,0.00285,0.6563,00142,12,14,13.5,24,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,53.833333333333336,16.0,128.0,53.833333333333336,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5833333333333334,0.78125,0.0,0.125,24,0,0,7,1,0,0.024390243902439046,0.9064218037197334,0.2970924130726708,0.024390243902439046,0.5145631067961165,0.10170935062954957,0.0,0.8072289156626506,0.2576815197297126,0.97075,0.97075,0.97075,0.61,0.61,0.61,0.925,0.925,0.925,0.0,1,2,1.1111111111111112,1,5,1.4444444444444444,1.3333333333333333,64.0,29.65333333333333,0.6530612244897959,96.0,31.908866213151928,4.571428571428571,96.0,37.680952380952384,4.571428571428571,96.0,36.430952380952384,0.16666666666666666,49.0,5.060714285714286,0.16666666666666666,7.0,0.9448412698412699,0.16666666666666666,7.0,0.9726190476190476
